Frame,Time,Left_Shoulder_X,Left_Shoulder_Y,Left_Elbow_X,Left_Elbow_Y,Left_Wrist_X,Left_Wrist_Y,Right_Shoulder_X,Right_Shoulder_Y,Right_Elbow_X,Right_Elbow_Y,Right_Wrist_X,Right_Wrist_Y,Left_Angle,Right_Angle,Left_State,Right_State
10,0.2,535.0029051303864,275.09553730487823,551.3199090957642,339.8041784763336,559.4997346401215,402.06187069416046,454.067999124527,275.7672429084778,446.372526884079,338.34631741046906,428.20471823215485,392.9856240749359,173.3817952726082,168.73573993076644,RESTING,RESTING
11,0.22,535.0027441978455,275.08738338947296,551.3305306434631,339.77129459381104,559.5018804073334,402.05862522125244,454.0692865848541,275.78569650650024,446.4051693677902,338.3432865142822,428.20681035518646,392.95767545700073,173.35780524203838,168.680117901762,RESTING,RESTING
12,0.24,535.0023686885834,275.07998049259186,551.3381481170654,339.74302411079407,559.5019340515137,402.0502299070358,454.0705740451813,275.8023262023926,446.4096486568451,338.3402019739151,428.2031625509262,392.9325968027115,173.33523048980297,168.63032946908555,RESTING,RESTING
13,0.26,535.0034415721893,275.0781297683716,551.3524174690247,339.7465914487839,559.4988226890564,402.04821825027466,454.07111048698425,275.8075028657913,446.4138060808182,338.3374124765396,428.2008558511734,392.91644990444183,173.3116921711201,168.58617886717514,RESTING,RESTING
14,0.28,535.0060164928436,275.0766545534134,551.3545632362366,339.743909239769,559.4968378543854,402.03751623630524,454.0717542171478,275.82775354385376,446.41927778720856,338.33513259887695,428.17215621471405,392.90582835674286,173.2893702225761,168.54670155253743,RESTING,RESTING
15,0.3,535.0068211555481,275.0748574733734,551.3518273830414,339.7005647420883,559.4923853874207,401.97118520736694,454.07341718673706,275.83909928798676,446.42212092876434,338.3331209421158,428.1586915254593,392.89212226867676,173.27380545503888,168.51749231234413,RESTING,RESTING
16,0.32,535.0040316581726,275.0602126121521,551.3520419597626,339.61561918258667,559.4906151294708,401.9038885831833,454.07325625419617,275.85301995277405,446.42673432826996,338.33223581314087,428.123876452446,392.88812577724457,173.25906865932774,168.49262288931578,RESTING,RESTING
17,0.34,535.0054800510406,275.05924701690674,551.3541877269745,339.6130174398422,559.4896495342255,401.8888145685196,454.07084226608276,275.85653364658356,446.4433640241623,338.31791281700134,428.10308933258057,392.88772344589233,173.24792641659343,168.46158602149754,RESTING,RESTING
18,0.36,535.005909204483,275.0606954097748,551.3585329055786,339.6104693412781,559.4896495342255,401.8644332885742,454.067462682724,275.86221992969513,446.4485675096512,338.3144795894623,428.08772027492523,392.8960382938385,173.24067268422647,168.4286035350431,RESTING,RESTING
19,0.38,535.0054800510406,275.0595957040787,551.3615906238556,339.5990699529648,559.4897031784058,401.8492519855499,454.0656387805939,275.86710155010223,446.4586526155472,338.30404579639435,428.0724048614502,392.9039239883423,173.23248430392573,168.397533325505,RESTING,RESTING
20,0.4,534.9908888339996,275.0471770763397,551.3663113117218,339.5829766988754,559.4879329204559,401.8416076898575,454.06075716018677,275.8763551712036,446.47458493709564,338.2947117090225,428.0628025531769,392.90279746055603,173.22047176436294,168.36255309219518,RESTING,RESTING
21,0.42,534.9906206130981,275.0481963157654,551.3706028461456,339.58002626895905,559.4862699508667,401.83922052383423,454.060435295105,275.8805125951767,446.4964985847473,338.27126920223236,428.05657982826233,392.9017245769501,173.21068323264612,168.32845437429683,RESTING,RESTING
22,0.44,534.9915325641632,275.05487501621246,551.3804733753204,339.5772635936737,559.4859480857849,401.8344461917877,454.05625104904175,275.88405311107635,446.50183618068695,338.26440274715424,428.03273499011993,392.9043799638748,173.19765645320845,168.2971992588875,RESTING,RESTING
23,0.46,534.9979162216187,275.05892515182495,551.3891637325287,339.57404494285583,559.4853579998016,401.83254182338715,454.0545344352722,275.8915901184082,446.5112239122391,338.26182782649994,428.0260294675827,392.9187834262848,173.1833183955699,168.26669310101562,RESTING,RESTING
24,0.48,534.9979162216187,275.06517469882965,551.4003753662109,339.58560526371,559.4849824905396,401.83074474334717,454.05072569847107,275.894433259964,446.5164005756378,338.25206458568573,428.0241519212723,392.92127788066864,173.1670231513665,168.23973110136518,RESTING,RESTING
25,0.5,535.0010275840759,275.12372732162476,551.4025211334229,339.7318124771118,559.4827830791473,401.8650770187378,454.05126214027405,275.8994221687317,446.53512239456177,338.2256180047989,428.0227839946747,392.9466247558594,173.1612004013008,168.2173257325216,RESTING,RESTING
26,0.52,535.007518529892,275.1557528972626,551.4050960540771,339.8817479610443,559.4814419746399,401.9268751144409,454.0442883968353,275.9029895067215,446.5383678674698,338.2197439670563,428.01817059516907,392.9766923189163,173.16439831107797,168.2013778999637,RESTING,RESTING
27,0.54,535.0132048130035,275.215619802475,551.3980686664581,340.0586128234863,559.4677627086639,401.9919455051422,454.0398895740509,275.9057253599167,446.5437054634094,338.18672597408295,428.00494730472565,393.0499702692032,173.17975986267334,168.1940889708274,RESTING,RESTING
28,0.56,535.0206077098846,275.22970139980316,551.3803660869598,340.13065695762634,559.4276905059814,402.07353830337524,454.03822660446167,275.9100168943405,446.54601216316223,338.09628188610077,427.961790561676,393.11316311359406,173.199827721915,168.19309337137304,RESTING,RESTING
29,0.58,535.0443184375763,275.26379227638245,551.3724267482758,340.18580317497253,559.4030678272247,402.1689176559448,454.0398359298706,275.9212017059326,446.5480774641037,338.0663752555847,427.89838314056396,393.1812644004822,173.22547490436887,168.18877390147344,RESTING,RESTING
30,0.6,535.0562810897827,275.3054738044739,551.3520956039429,340.31728506088257,559.3457221984863,402.3008018732071,454.04085516929626,275.9459853172302,446.53850197792053,338.06146681308746,427.79924869537354,393.4428334236145,173.2477606073261,168.1902354458107,RESTING,RESTING
31,0.62,535.0621283054352,275.35190284252167,551.3403475284576,340.3665840625763,559.328556060791,402.32435166835785,454.0356516838074,275.98367035388947,446.4916706085205,338.0572557449341,427.71972119808197,393.6952829360962,173.26570118533715,168.21103938241885,RESTING,RESTING
32,0.64,535.0988209247589,275.4345417022705,551.3182461261749,340.4571622610092,559.3046307563782,402.34830379486084,454.0354371070862,276.00416243076324,446.46224677562714,338.053822517395,427.5934159755707,393.79766285419464,173.28648426461854,168.22412513417535,RESTING,RESTING
33,0.66,535.1780533790588,275.5787640810013,551.2876689434052,340.91372787952423,559.1817855834961,402.4799734354019,454.0329694747925,276.06722116470337,446.3424324989319,338.08458745479584,427.3515611886978,393.89958679676056,173.32676367862004,168.23869778515842,RESTING,RESTING
34,0.68,535.2794945240021,275.713786482811,551.1492669582367,341.17754995822906,559.0078175067902,402.5595813989639,454.02073860168457,276.193767786026,446.23002111911774,338.2603257894516,427.0356774330139,393.8973069190979,173.40755915913184,168.22692653865698,RESTING,RESTING
35,0.7,535.3593707084656,275.81447660923004,551.0020136833191,341.4931923151016,558.8249981403351,402.76034474372864,454.0122091770172,276.2952357530594,446.1379945278168,338.40146362781525,426.3949781656265,393.88472735881805,173.52821658556545,168.11604383949856,RESTING,RESTING
36,0.72,535.4117810726166,275.9887933731079,550.7952153682709,341.8644368648529,558.6171269416809,403.07311713695526,454.00137305259705,276.3853579759598,445.96013724803925,338.42010498046875,425.5246013402939,393.7467008829117,173.69783837138738,167.88168733453622,RESTING,RESTING
37,0.74,535.4646742343903,276.09369456768036,550.6002724170685,342.11648404598236,558.3292722702026,403.3425182104111,453.9978861808777,276.4874964952469,445.6513077020645,338.42257261276245,424.4806319475174,393.4934735298157,173.88511411306004,167.5594990243137,RESTING,RESTING
38,0.76,535.5395078659058,276.27283930778503,550.4959344863892,342.4814522266388,558.0800414085388,403.61859798431396,453.99654507637024,276.5615254640579,445.30326426029205,338.4220093488693,423.59139919281006,393.217796087265,174.0624159336099,167.18071933516927,RESTING,RESTING
39,0.78,535.6208324432373,276.44171118736267,550.4093527793884,342.7384078502655,557.8307032585144,403.97125482559204,453.9756238460541,276.78586542606354,444.87346708774567,338.6918932199478,422.9517996311188,393.21835935115814,174.19575903766219,166.84911964233268,RESTING,RESTING
40,0.8,535.6945395469666,276.52826607227325,550.3182113170624,342.8320437669754,557.4940323829651,404.2088717222214,453.9753556251526,276.8821030855179,444.5580393075943,338.74376714229584,422.52197563648224,393.12499165534973,174.26588296076235,166.64091429197924,RESTING,RESTING
41,0.82,535.7758104801178,276.59711837768555,550.248795747757,342.89440512657166,557.1703433990479,404.2292833328247,453.9753556251526,276.9698917865753,443.8285857439041,338.83713483810425,421.3995784521103,392.74618327617645,174.26301701533637,166.56306309506968,RESTING,RESTING
42,0.84,535.8547747135162,276.6102075576782,550.22411942482,342.8826838731766,556.90598487854,404.1087716817856,453.97932529449463,277.0260840654373,443.158757686615,338.8083815574646,419.9754595756531,391.9520616531372,174.2053555941032,166.50672234338987,RESTING,RESTING
43,0.86,535.9016060829163,276.6102343797684,550.2051293849945,342.7499681711197,556.6280007362366,403.7426769733429,453.99343371391296,277.1095275878906,442.12111830711365,338.775309920311,418.16636323928833,391.4072245359421,174.09862374330504,166.51496876096536,RESTING,RESTING
44,0.88,535.9901189804077,276.6124874353409,550.1997113227844,342.53488183021545,556.458055973053,403.33087742328644,453.9971351623535,277.11344361305237,441.13344848155975,338.5747879743576,415.7143145799637,390.3286546468735,173.97416232687885,166.35509569710376,RESTING,RESTING
45,0.9,536.2463772296906,276.64301097393036,550.163984298706,342.40468740463257,556.2520623207092,402.50454246997833,454.03114557266235,277.11025178432465,440.25953114032745,338.2935583591461,412.56515979766846,388.6650949716568,173.89497777770666,165.8122572892082,RESTING,RESTING
46,0.92,536.4915311336517,276.6502797603607,550.1609265804291,342.3083156347275,556.1749756336212,401.69719755649567,454.0726661682129,277.1110028028488,439.3169492483139,338.1505161523819,409.9884420633316,387.67881989479065,173.87460436751255,165.05897921550417,RESTING,RESTING
47,0.94,536.7387235164642,276.65655612945557,550.1655399799347,342.1984791755676,555.9638321399689,401.020610332489,454.16611433029175,277.09429264068604,438.3769154548645,337.7924680709839,407.7415555715561,386.4030808210373,173.88613529886433,164.2581168874339,RESTING,RESTING
48,0.96,536.9446635246277,276.67211294174194,550.2523362636566,341.9536739587784,555.658221244812,399.8854458332062,454.2515695095062,277.0818203687668,436.7683410644531,337.5717222690582,404.5957535505295,385.4220360517502,173.8862901278707,163.41409544152938,RESTING,RESTING
49,0.98,537.0591938495636,276.7092078924179,550.3191769123077,341.2254273891449,555.3916096687317,398.40084314346313,454.29362654685974,277.10142731666565,435.0882589817047,337.4932676553726,402.11103558540344,384.1653674840927,173.83474738996287,162.76095504150481,RESTING,RESTING
50,1.0,537.0993733406067,276.7115145921707,550.3775417804718,340.371572971344,554.9357414245605,397.6796507835388,454.406601190567,277.1026611328125,433.95043909549713,337.17564046382904,399.7391313314438,381.1640828847885,173.62097591385628,162.17061945458317,RESTING,RESTING
51,1.02,537.1445417404175,276.7141968011856,550.436282157898,338.95429372787476,554.1300594806671,394.1156655550003,454.54859733581543,277.1033316850662,433.2361936569214,336.3307446241379,398.2193112373352,378.90094220638275,173.1718345895146,161.64928716093817,RESTING,RESTING
52,1.04,537.1946454048157,276.68477296829224,550.6369113922119,337.3227059841156,553.0819594860077,391.03091061115265,454.8713207244873,276.9821763038635,432.86081850528717,334.2472046613693,397.0819741487503,375.3665953874588,172.38283919212955,161.1766037191539,RESTING,RESTING
53,1.06,537.2497379779816,276.6450494527817,550.7811069488525,334.8851412534714,551.8625736236572,387.0926767587662,455.1604092121124,276.9660294055939,431.58910274505615,333.3522319793701,394.2089259624481,373.77009093761444,171.2423572703952,160.72002423599073,RESTING,RESTING
54,1.08,537.3185634613037,276.4496773481369,551.2370824813843,333.07819068431854,551.5601813793182,384.76156890392303,455.5355966091156,276.9344061613083,430.85087835788727,332.59871900081635,389.93622064590454,370.3287899494171,169.8611128442804,159.55983318262577,RESTING,RESTING
55,1.1,537.3504281044006,276.0859429836273,551.9184172153473,330.0822973251343,551.4689326286316,380.68825900554657,455.73450922966003,276.91831290721893,430.0412267446518,332.03202188014984,386.33074164390564,366.7130380868912,168.18643003207688,158.05829008143235,RESTING,RESTING
56,1.12,537.355363368988,275.53182542324066,552.2969305515289,328.01764011383057,550.708794593811,374.5711863040924,455.9827744960785,276.81300938129425,429.66507375240326,331.04225993156433,384.8553389310837,361.3978385925293,166.26231983121232,155.98856122094986,RESTING,RESTING
57,1.14,537.3638927936554,275.25287568569183,552.5942265987396,326.8942505121231,549.185836315155,369.7513908147812,456.19091391563416,276.6317993402481,429.1917711496353,330.5578261613846,383.9513272047043,358.3960175514221,164.04501034953122,153.62929967752362,RESTING,RESTING
58,1.16,537.3681843280792,275.04731118679047,553.1338334083557,324.4845539331436,547.3286211490631,364.2117440700531,456.385213136673,276.5121728181839,428.5942018032074,329.78784441947937,383.32009613513947,354.1168749332428,161.22340940351205,150.80497097892712,RESTING,RESTING
59,1.18,537.3704373836517,274.86524283885956,553.4930884838104,323.3692914247513,546.91561460495,357.87714421749115,456.547486782074,276.41808092594147,427.7543753385544,328.8881242275238,382.2746515274048,348.52044582366943,158.07787459495734,147.90657910129016,RESTING,RESTING
60,1.2,537.3725831508636,274.702325463295,553.5303175449371,322.9432761669159,546.8116521835327,348.019140958786,456.819623708725,276.36478543281555,427.5427222251892,328.210973739624,382.4768900871277,342.7989184856415,154.49602126232125,144.69980081637806,RESTING,RESTING
61,1.22,537.3171150684357,274.64425563812256,553.5216808319092,323.3531713485718,545.2532887458801,344.78471875190735,457.23466873168945,276.26326382160187,427.46045887470245,327.60927379131317,382.7098935842514,336.632975935936,150.165250826723,141.00106464694377,RESTING,EXTENDED
62,1.24,537.3275220394135,274.662709236145,553.7562668323517,324.0188419818878,545.4591751098633,338.93648386001587,457.493394613266,276.16211771965027,427.1577179431915,327.0363539457321,383.24158787727356,330.68268299102783,144.8624708548228,136.47148540289373,RESTING,EXTENDED
63,1.26,537.3364806175232,274.7339755296707,553.7460744380951,327.7229994535446,545.2042579650879,336.7949277162552,457.59392380714417,276.07993483543396,426.55057311058044,326.8012583255768,383.1875681877136,325.35855174064636,137.9661581328824,131.22382852415765,EXTENDED,EXTENDED
64,1.28,537.3429715633392,274.8221665620804,553.7893116474152,330.10903894901276,545.4012393951416,332.0097863674164,457.6852262020111,275.96814036369324,425.8663684129715,326.3455241918564,382.5863778591156,317.901286482811,125.04209015008128,125.05030056066985,EXTENDED,EXTENDED
65,1.3,537.3355150222778,274.84472393989563,553.6539137363434,331.2903642654419,546.6405272483826,328.5185158252716,457.6832950115204,275.5495011806488,425.26429295539856,326.00796818733215,382.66826570034027,313.59052062034607,106.20753603842385,118.86594284620537,EXTENDED,EXTENDED
66,1.32,537.2902393341064,274.8298108577728,553.6482810974121,331.20410442352295,547.6569771766663,326.1000484228134,457.57434368133545,275.25046169757843,424.52161610126495,325.85687935352325,382.81034231185913,308.7421864271164,84.78535520869791,112.73235511269672,FLEXED,EXTENDED
67,1.34,537.2355222702026,274.81808960437775,553.5878241062164,331.19444847106934,547.7437198162079,324.3077963590622,457.462602853775,275.0242441892624,423.21969866752625,325.6203353404999,383.00201296806335,305.3779721260071,63.11263069672325,107.09620707705236,FLEXED,EXTENDED
68,1.36,537.1317744255066,274.8498469591141,553.8100183010101,331.16561472415924,547.6397573947906,320.237597823143,457.3509693145752,274.75071251392365,421.692019701004,325.30820667743683,383.29289853572845,300.2031594514847,41.79984912187967,101.58758615019794,FLEXED,EXTENDED
69,1.38,537.1283948421478,274.97910261154175,553.8038492202759,331.10038340091705,547.6394891738892,315.3080463409424,457.2791397571564,274.67539608478546,420.3724801540375,324.93712306022644,383.5887998342514,296.53676748275757,25.51442203595349,97.06383513012483,FLEXED,FLEXED
70,1.4,537.1396064758301,275.04390478134155,553.8025617599487,331.11304342746735,548.5752582550049,316.3323014974594,457.2209894657135,274.62998628616333,419.64136362075806,324.59103763103485,385.2842777967453,293.5223400592804,15.637393452839012,92.73563998419523,FLEXED,FLEXED
71,1.42,537.2096121311188,275.00431537628174,553.9324879646301,332.0907086133957,547.9166686534882,308.4396868944168,457.1391820907593,274.5202839374542,418.3879405260086,324.2203563451767,387.0363235473633,289.0961319208145,9.370495462270966,88.50655689058277,FLEXED,FLEXED
72,1.44,537.1626198291779,274.7948616743088,554.0986239910126,332.62849152088165,547.0114767551422,301.7100512981415,457.0985198020935,274.432897567749,417.62353777885437,323.34163784980774,389.4424259662628,285.5668008327484,5.2242025803298775,84.158319097529,FLEXED,FLEXED
73,1.46,536.8671476840973,274.67665672302246,554.7688007354736,332.81970620155334,544.794899225235,296.50364220142365,457.0885419845581,274.31230545043945,417.1153128147125,322.39141166210175,391.9391602277756,280.51359951496124,2.9847218200564947,79.90517416592394,FLEXED,FLEXED
74,1.48,536.5647554397583,274.002805352211,555.2462339401245,332.7671080827713,542.1756148338318,294.15177404880524,457.0842504501343,274.2263674736023,416.7670279741287,321.83584570884705,394.6580618619919,279.39316034317017,2.242742373425222,75.73648796318547,FLEXED,FLEXED
75,1.5,536.506712436676,273.43948781490326,555.6662678718567,332.75337517261505,541.7124509811401,292.58847534656525,457.11536407470703,274.0582466125488,416.7547971010208,321.6520607471466,395.67483365535736,277.506548166275,1.908974864680842,71.93580785164512,FLEXED,FLEXED
76,1.52,536.5401864051819,273.0920612812042,555.6444346904755,332.64077603816986,541.7460858821869,293.0784344673157,457.1364998817444,273.8741397857666,416.7761743068695,321.4136391878128,397.09796011447906,275.8522689342499,1.811565925058396,68.73482378161728,FLEXED,FLEXED
77,1.54,536.629718542099,272.9208290576935,555.6419670581818,332.6010525226593,541.8106734752655,291.15443229675293,457.13499784469604,273.68743121623993,416.6699320077896,321.24063670635223,398.4925478696823,275.0676155090332,1.2860667360787992,65.98540917492447,FLEXED,FLEXED
78,1.56,536.7272436618805,272.9301631450653,555.6401431560516,332.57817327976227,541.4611279964447,285.60606837272644,457.11981654167175,273.5396146774292,416.62060618400574,321.07892632484436,399.4476020336151,274.33110773563385,1.0939937121968544,63.95445134150161,FLEXED,FLEXED
79,1.58,536.779922246933,272.9394167661667,555.6307554244995,332.59531259536743,541.0092294216156,281.69535398483276,457.0966422557831,273.37101101875305,416.65641367435455,321.03335559368134,400.95017552375793,273.4031170606613,1.1829099727975614,62.11230469978195,FLEXED,FLEXED
80,1.6,536.7822825908661,272.969189286232,555.6266248226166,332.5823038816452,541.1322891712189,277.9408782720566,456.879061460495,273.2584923505783,416.50274991989136,320.84045112133026,401.6585201025009,271.59450352191925,1.46882708858275,60.36580252542981,FLEXED,FLEXED
81,1.62,536.7506861686707,273.0578899383545,555.6271612644196,332.57372081279755,541.2227869033813,276.0123163461685,456.73567056655884,273.1994301080704,415.91899394989014,320.82049548625946,402.84657776355743,269.3656951189041,1.8168810148230563,58.59871445798077,FLEXED,FLEXED
82,1.64,536.6578280925751,273.1641858816147,555.6881546974182,332.5632870197296,541.2979960441589,275.194376707077,456.54357075691223,273.1786161661148,415.45269191265106,320.8089083433151,404.168826341629,267.58602261543274,2.396655018057743,56.77274856177171,FLEXED,FLEXED
83,1.66,536.6254806518555,273.2691675424576,555.7442665100098,332.56411850452423,541.3537859916687,274.9192088842392,456.4324200153351,273.103728890419,415.4740422964096,320.8136022090912,405.491504073143,267.69205033779144,3.0084104287239737,54.91065304075013,FLEXED,FLEXED
84,1.68,536.5347146987915,273.36398363113403,555.7427108287811,332.7573984861374,541.3975596427917,275.1486450433731,456.265264749527,273.08227121829987,415.4879629611969,320.8764463663101,406.89365565776825,268.155375123024,3.494329646785726,53.1436683186864,FLEXED,FLEXED
85,1.7,536.4696443080902,273.4811156988144,555.7157814502716,333.25406312942505,541.4317846298218,276.0966181755066,456.0744524002075,273.0691283941269,415.53120017051697,321.15145325660706,408.02002251148224,269.1666215658188,3.720472653716913,51.397322498404755,FLEXED,FLEXED
86,1.72,536.4099383354187,273.55130910873413,555.6267857551575,333.82816314697266,541.386616230011,277.0969480276108,455.9549331665039,273.05308878421783,415.8029079437256,321.9628483057022,410.07770597934723,269.74353790283203,3.7769502858376205,49.55445242300687,FLEXED,FLEXED
87,1.74,536.1311495304108,273.73595237731934,555.5795252323151,334.8111391067505,541.3232624530792,277.48348116874695,455.8532238006592,273.0443447828293,416.6380673646927,322.79752492904663,411.7326021194458,270.21917402744293,3.779946719963262,47.71855520830328,FLEXED,FLEXED
88,1.76,535.9869003295898,274.070343375206,555.3069055080414,335.82608699798584,541.2025094032288,277.5069236755371,455.84925413131714,273.0376660823822,418.76854598522186,323.51439893245697,413.72497379779816,270.52180767059326,3.764328182437829,45.80847111318663,FLEXED,FLEXED
89,1.78,535.9223663806915,274.4194597005844,554.8065662384033,336.5543872117996,541.0995662212372,277.82720625400543,455.88412284851074,273.03444743156433,420.2150881290436,324.09847676754,414.60004448890686,270.7397371530533,3.7301238228901985,44.0511113288258,FLEXED,FLEXED
90,1.8,535.7421219348907,274.70224499702454,554.2912065982819,337.04313933849335,540.9806370735168,278.00517082214355,455.88857531547546,273.0444520711899,421.39078080654144,324.7211515903473,415.33590853214264,270.99047005176544,3.7397088960102955,42.41030494676159,FLEXED,FLEXED
91,1.82,535.5826914310455,274.83804523944855,553.5891652107239,337.48921751976013,540.7580137252808,279.2161613702774,455.90853095054626,273.0603039264679,422.53935635089874,325.7680982351303,415.8142000436783,271.6294527053833,3.744760729699204,41.165926110245906,FLEXED,FLEXED
92,1.84,535.4835033416748,274.92116689682007,553.17063331604,337.7979665994644,540.7253444194794,279.4491916894913,455.9046685695648,273.12239706516266,423.7099528312683,327.14004814624786,416.55752062797546,272.6560413837433,3.7393151384914995,40.105676301187565,FLEXED,FLEXED
93,1.86,535.3195667266846,274.92312490940094,552.9670000076294,338.0480021238327,540.7259345054626,280.2238941192627,455.9045612812042,273.1370151042938,424.64727759361267,327.9478222131729,416.7508274316788,274.53329265117645,3.717333099104559,39.37892973580833,FLEXED,FLEXED
94,1.88,535.1285398006439,274.9636262655258,552.9274106025696,338.19954693317413,540.7300651073456,280.8224827051163,455.86057305336,273.1416553258896,425.80778896808624,329.15830314159393,416.70552492141724,276.36309564113617,3.707593013594594,38.78959446670915,FLEXED,FLEXED
95,1.9,535.0399732589722,275.02346634864807,552.9147505760193,338.2732003927231,540.7326400279999,281.7515194416046,455.75210452079773,273.17124009132385,426.45546197891235,330.1244080066681,416.72751903533936,277.4615675210953,3.658210214827091,38.29592296856951,FLEXED,FLEXED
96,1.92,534.9491536617279,275.0761717557907,552.911639213562,338.3988618850708,540.787947177887,283.4536224603653,455.54954409599304,273.19403886795044,426.80291533470154,330.72364032268524,416.70898497104645,278.11251282691956,3.6135262442209366,37.894413422363684,FLEXED,FLEXED
97,1.94,534.8901987075806,275.1398742198944,552.9520332813263,338.42141926288605,541.1762237548828,283.597469329834,455.3860902786255,273.2073962688446,426.8414318561554,331.001678109169,416.6913628578186,278.3861517906189,3.6407951981586066,37.6803628398835,FLEXED,FLEXED
98,1.96,534.7180008888245,275.1463919878006,553.185385465622,338.4020000696182,541.402280330658,283.04549753665924,455.21947145462036,273.21399450302124,426.8545478582382,331.0278296470642,416.80173575878143,278.3316761255264,3.759238777662831,37.446332319281666,FLEXED,FLEXED
99,1.98,534.532767534256,275.14810860157013,553.692215681076,337.84584403038025,541.5856897830963,281.5241754055023,454.9610137939453,273.26340079307556,426.6921937465668,330.891814827919,416.92230105400085,278.3005356788635,3.987683588834217,37.177938453534864,FLEXED,FLEXED
100,2.0,534.3510746955872,275.1434952020645,554.0220201015472,337.29794919490814,541.5533423423767,280.7607114315033,454.84514236450195,273.3192712068558,426.6688585281372,330.80445528030396,416.9636607170105,278.0371963977814,4.289118462218573,36.94720702985295,FLEXED,FLEXED
101,2.02,534.3369126319885,275.1616805791855,554.3199598789215,337.0964616537094,541.5528059005737,280.7483732700348,454.7461688518524,273.3878552913666,426.51680409908295,330.74721693992615,417.01762676239014,277.50316858291626,4.633502894950949,36.72887950103139,FLEXED,FLEXED
102,2.04,534.3246817588806,275.1620829105377,554.4148027896881,336.90039217472076,541.3243353366852,280.76730966567993,454.7315239906311,273.41196835041046,426.3602167367935,330.5155009031296,417.0079708099365,276.5360176563263,4.851706396038737,36.53800480558691,FLEXED,FLEXED
103,2.06,534.2996835708618,275.07263123989105,554.5412957668304,336.5532875061035,541.0107314586639,280.7784140110016,454.6839416027069,273.4678387641907,426.03770792484283,330.456867814064,417.01725125312805,275.7309526205063,4.917455270098278,36.36052427098934,FLEXED,FLEXED
104,2.08,534.1695427894592,274.9516099691391,554.595422744751,335.99045276641846,540.9137427806854,280.25200366973877,454.62042689323425,273.47068190574646,425.54383277893066,330.0846576690674,417.01253056526184,274.8919576406479,4.887430664968394,36.22414359595733,FLEXED,FLEXED
105,2.1,534.1679334640503,274.8677372932434,554.6522319316864,335.37743389606476,540.9353077411652,279.60449159145355,454.6024560928345,273.4555274248123,424.7826486825943,329.53960597515106,417.01636612415314,274.27700757980347,4.839496812107754,36.11729858017043,FLEXED,FLEXED
